Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-May-2020,898.00,898.00,875.50,888.20,884.477549040741539124,649460,20509,574432789.00,360468,55.50,22.50,-9.80
14-May-2020,899.80,910.50,890.00,893.90,899.693000930337657844,566461,21668,509640997.00,223157,39.39,20.50,-5.90
13-May-2020,964.00,964.00,922.15,927.45,941.357804857684008841,682671,22124,642637674.00,275364,40.34,41.85,-36.55
12-May-2020,901.45,909.00,871.55,901.15,885.877610087723658404,1408286,35512,1247569036.00,623779,44.29,37.45,-0.30
11-May-2020,939.00,954.00,914.30,915.95,930.071344662344101264,2910463,19508,2706938236.00,2599335,89.31,39.70,-23.05
8-May-2020,942.00,943.05,926.00,928.95,932.439490305320351932,543855,12837,507111879.00,293412,53.95,17.05,-13.05
7-May-2020,945.00,945.00,922.80,924.95,930.627659956757922224,333934,11875,310768217.00,82761,24.78,22.20,-20.05
6-May-2020,919.70,950.00,905.00,946.30,938.111022833451762165,893645,25458,838338225.00,393534,44.04,45.00,26.60
5-May-2020,939.00,944.40,908.00,911.65,927.699326170096521580,598519,22010,555245673.00,243841,40.74,36.40,-27.35
4-May-2020,964.00,964.00,918.00,923.05,933.293030949055355436,680150,26078,634779255.00,220612,32.44,46.00,-40.95
30-April-2020,1001.00,1018.90,992.25,1001.75,1006.407135678943871190,728396,24928,733062932.00,162938,22.37,26.65,0.75
29-April-2020,940.00,992.40,933.00,976.75,963.439536740352353518,926910,30214,893021741.00,272510,29.40,59.40,36.75
28-April-2020,941.70,943.10,922.60,931.40,930.388279933284212405,571379,14748,531604325.00,228854,40.05,20.50,-10.30
27-April-2020,940.55,957.60,926.75,929.85,940.148438999618527418,411563,12912,386930312.00,171964,41.78,30.85,-10.70
24-April-2020,935.00,957.95,926.10,937.65,938.958889650675987453,535291,27515,502616243.00,238539,44.56,31.85,2.65
23-April-2020,938.80,958.50,913.30,954.75,939.710373631877924236,790591,17963,742926564.00,335619,42.45,45.20,15.95
22-April-2020,918.00,932.65,907.30,928.40,919.201264417830292510,429763,14882,395038693.00,97249,22.63,25.35,10.40
21-April-2020,928.00,934.35,908.20,920.75,921.976245506533951627,613947,16074,566044550.00,322583,52.54,26.15,-7.25
20-April-2020,952.25,960.85,936.10,946.00,931.552904705147171860,2003508,34490,1866373697.00,1203986,60.09,24.75,-6.25
17-April-2020,912.85,920.85,887.90,910.40,913.017908172784139511,2840770,30553,2593673883.00,2228545,78.45,32.95,-2.45
16-April-2020,863.00,889.60,856.10,881.05,871.119889521939415577,806676,27324,702711508.00,168443,20.88,33.50,18.05
15-April-2020,929.00,929.75,843.35,863.45,883.088167744735961972,1124232,41715,992795977.00,534869,47.58,86.40,-65.55
13-April-2020,939.00,945.70,887.00,895.45,905.458003085877898006,700611,23222,634373837.00,245127,34.99,58.70,-43.55
9-April-2020,911.10,930.10,890.30,924.30,912.625806814911215947,799130,27499,729306661.00,177168,22.17,39.80,13.20
8-April-2020,887.50,945.00,866.70,888.95,902.689489136587745652,1022837,30549,923304209.00,225225,22.02,78.30,1.45
7-April-2020,876.00,906.05,846.00,896.35,869.427955085917069755,1172817,36447,1019679886.00,293464,25.02,60.05,20.35
3-April-2020,841.00,846.55,810.00,813.50,823.568193053504840415,610898,22282,503116162.00,104194,17.06,36.55,-27.50
1-April-2020,869.90,869.90,820.00,829.70,829.505089753406834676,737855,24598,612054478.00,190110,25.77,49.90,-40.20
31-March-2020,857.00,873.00,838.00,862.00,861.865332109922672810,2322469,25968,2001655516.00,756647,32.58,35.00,5.00
30-March-2020,894.90,894.90,828.25,833.00,856.505083166092589458,909866,40141,779304854.00,348237,38.27,66.65,-61.90
27-March-2020,945.00,988.15,872.55,905.05,916.440268632195317169,1519252,47716,1392303711.00,439164,28.91,115.60,-39.95
26-March-2020,874.50,941.10,841.15,913.40,902.506299771646757289,1159169,42940,1046157325.00,314605,27.14,99.95,38.90
25-March-2020,770.00,867.95,755.70,855.55,787.819029273752194761,2434775,49865,1918162077.00,1332305,54.72,112.25,85.55
24-March-2020,800.00,825.00,738.90,765.45,773.688761537800400808,2129197,56794,1647335790.00,935541,43.94,86.10,-34.55
23-March-2020,815.00,841.70,760.00,770.50,783.585201905941532589,1978025,63800,1549951119.00,899342,45.47,81.70,-44.50
