Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-May-2020,678.00,691.00,675.50,687.75,684.940107839070924927,156715,7712,107340389.00,34438,21.97,15.50,9.75
11-May-2020,680.00,698.40,677.70,682.75,689.119231291593100638,147260,6021,101479698.00,34929,23.72,20.70,2.75
8-May-2020,672.90,680.95,668.60,674.65,675.627332051322467765,158605,5448,107157873.00,43490,27.42,12.35,1.75
7-May-2020,666.10,674.10,663.05,665.05,668.924347482344896847,93599,3720,62610650.00,17457,18.65,11.05,-1.05
6-May-2020,679.70,681.30,664.25,666.20,671.809862496995396022,162251,9022,109001822.00,53398,32.91,17.05,-13.50
5-May-2020,681.15,685.50,670.10,674.25,679.189956875103665616,120580,5825,81896725.00,44059,36.54,15.40,-6.90
4-May-2020,694.55,700.95,670.45,673.75,686.669917608831781000,202813,7697,139265586.00,71921,35.46,30.50,-20.80
30-April-2020,696.00,719.80,696.00,716.20,711.201438314507105682,430782,14331,306372778.00,163256,37.90,23.80,20.20
29-April-2020,667.80,681.70,658.10,677.70,672.836266669342457781,199318,6486,134108379.00,50002,25.09,23.60,9.90
28-April-2020,673.00,676.65,653.65,661.05,659.487440398893724164,201758,4746,133056867.00,38476,19.07,23.00,-11.95
27-April-2020,660.00,680.85,660.00,664.25,671.428433770661922763,134910,5114,90582410.00,28405,21.05,20.85,4.25
24-April-2020,674.40,674.90,655.65,658.30,662.987819977212305355,263300,7664,174564693.00,50221,19.07,19.25,-16.10
23-April-2020,649.00,683.00,638.50,678.45,648.794184337806670105,1541355,13442,1000022160.00,106548,6.91,44.50,29.45
22-April-2020,633.20,645.30,628.10,642.05,639.486410378295114716,166193,5766,106278165.00,33280,20.02,17.20,8.85
21-April-2020,632.00,646.50,627.70,633.05,638.513752803238963892,265764,12818,169693969.00,66808,25.14,18.80,1.05
20-April-2020,640.00,660.70,639.30,652.90,653.611155226421219805,455876,12927,297965639.00,92398,20.27,21.40,12.90
17-April-2020,640.00,646.00,626.05,629.30,634.541399319562137332,221622,8076,140628334.00,52883,23.86,19.95,-10.70
16-April-2020,622.85,634.30,604.00,624.20,620.775740206328944166,402658,11222,249960318.00,145016,36.01,30.30,1.35
15-April-2020,645.00,652.80,635.70,639.15,647.295299199113484108,794120,12463,514030143.00,569584,71.73,17.10,-5.85
13-April-2020,630.00,651.60,627.00,637.10,640.943922130893356828,274101,8213,175683370.00,40004,14.59,24.60,7.10
9-April-2020,648.90,652.75,632.70,637.60,640.751168017410260295,547723,12361,350954152.00,267103,48.77,20.05,-11.30
8-April-2020,628.20,655.20,626.75,631.70,635.353129162475874629,588592,14982,373963769.00,290933,49.43,28.45,3.50
7-April-2020,611.90,643.95,611.90,641.10,627.761790741200511831,418888,13061,262961881.00,142800,34.09,32.05,29.20
3-April-2020,604.10,606.65,582.35,585.45,592.163707248459644992,327035,12542,193658258.00,96399,29.48,24.30,-18.65
1-April-2020,640.00,640.00,594.25,604.10,608.455091793808037531,825328,20097,502175024.00,281800,34.14,45.75,-35.90
31-March-2020,645.50,661.95,634.75,640.30,653.522077182222909911,1706196,18825,1115036754.00,1414565,82.91,27.20,-5.20
30-March-2020,634.00,664.00,621.95,627.20,636.117385398289292616,1128539,16356,717883278.00,865385,76.68,42.05,-6.80
27-March-2020,655.00,675.00,642.80,653.55,653.005795045042024470,745637,11955,486905282.00,451972,60.62,32.20,-1.45
26-March-2020,615.95,650.50,614.00,646.30,639.320717744644980354,497057,14118,317778838.00,162559,32.70,36.50,30.35
25-March-2020,593.00,634.80,566.00,605.95,597.892735159412795333,553061,27351,330671154.00,177909,32.17,68.80,12.95
24-March-2020,535.00,605.70,525.55,593.55,573.447235590099315073,629411,16816,360933998.00,215050,34.17,80.15,58.55
23-March-2020,548.00,560.00,514.80,526.70,531.167551751944149876,724224,20057,384684289.00,396818,54.79,45.20,-21.30
